NEO_flag,One_km_NEO_flag,PHA_flag,H,G,Num_obs,rms,U,Epoch,M,Peri,Node,i,e,n,a,Num_opps,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type
0.0,0.0,0.0,19.4,0.15,60.0,0.3,0,2459000.5,102.50373,100.2043,224.23267,3.93979,0.2800042,0.30134926,2.2033795,4,2458660.35066,3.2706491,1.586424,2.820335,1.0153147,1.4404027,Object with perihelion distance < 1.665 AU
1.0,1.0,0.0,18.1,0.15,165.0,0.4,0,2459000.5,32.90481,124.65431,230.28095,17.02991,0.889117,0.18399126,3.0615258,3,2458821.66096,5.3568179,0.3394712,5.7835804,0.3206504,1.2295253,Apollo
0.0,0.0,0.0,17.13,0.15,213.0,0.49,0,2459200.5,89.4321,275.4773,239.25413,20.43303,0.3601414,0.27874127,2.3209647,6,2458879.65723,3.535923,1.4850892,3.1568402,1.0099657,1.3943337,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,23.6,0.15,50.0,0.46,6,2459000.5,261.49988,327.97831,158.80939,6.76382,0.4033373,0.46301257,1.6547823,1,2459213.2375,2.1286845,0.9873469,2.3222177,0.6927903,1.8859872,Apollo
0.0,0.0,0.0,19.2,0.15,55.0,0.42,0,2459200.5,56.15274,87.32698,17.98867,4.93635,0.2975651,0.30007373,2.209619,4,2459013.37017,3.2845516,1.5521135,2.8671245,1.0069842,1.4377227,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,27.3,0.15,56.0,0.43,5,2459000.5,271.58648,106.49361,198.75567,1.55631,0.5584695,0.43502318,1.7250212,1,2459203.73868,2.2656439,0.7616495,2.6883929,0.5935037,1.7901116,Apollo
0.0,0.0,0.0,17.7,0.15,115.0,0.4,0,2459200.5,252.9535,31.23085,143.02129,8.36555,0.1740225,0.27807505,2.3246703,9,2459585.4555,3.5443945,1.9201254,2.7292152,1.1271352,1.3930208,MBA
0.0,0.0,0.0,18.0,0.15,137.0,0.4,0,2459000.5,4.07812,135.24676,355.58226,19.91646,0.4146995,0.22879926,2.6474817,4,2458982.67599,4.3077397,1.5495724,3.745391,1.0960896,1.3023213,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,15.5,0.15,219.0,0.35,0,2459200.5,245.64189,33.43355,19.05842,9.37854,0.0713044,0.17384358,3.179535,10,2459858.32218,5.6695086,2.9528202,3.4062498,1.5816846,1.2141553,MBA
0.0,0.0,0.0,7.7,0.15,24.0,0.05,2,2459000.5,357.05098,257.24377,145.12049,9.84685,0.2194654,0.00399263,39.3517135,5,2459739.12145,246.8570141,30.715374,47.988053,18.7281679,1.0040674,Distant Object
0.0,0.0,0.0,11.71,0.15,1104.0,0.45,0,2459200.5,21.16815,290.72255,60.61465,16.6791,0.106115,0.08201892,5.2463832,25,2458942.41132,12.0168326,4.6896632,5.8031032,2.5936534,1.0907702,Jupiter Trojan
0.0,0.0,0.0,15.94,0.15,838.0,0.53,0,2459200.5,48.84627,107.70632,239.3306,14.70924,0.2102658,0.25798182,2.4438618,16,2459011.16002,3.8204539,1.9300012,2.9577224,1.1679072,1.3545529,Phocaea
1.0,0.0,0.0,25.1,0.15,24.0,0.28,7,2459000.5,27.09015,321.85808,12.98533,7.65059,0.4658148,0.39162175,1.8502263,1,2458931.32572,2.5167338,0.9883635,2.7120891,0.7243789,1.6593115,Apollo
0.0,0.0,0.0,18.66,0.15,101.0,0.54,0,2459200.5,356.53389,272.68002,45.38467,21.50384,0.0866223,0.36947159,1.9234549,6,2459209.88126,2.6676141,1.7568408,2.090069,0.9545112,1.5996591,Hungaria
0.0,0.0,0.0,18.9,0.15,145.0,0.19,1,2459200.5,70.57683,343.99413,340.45301,19.68649,0.1166401,0.37002477,1.9215374,4,2459009.76454,2.6636261,1.6974091,2.1456657,0.9476975,1.6010966,Hungaria
0.0,0.0,0.0,15.25,0.15,144.0,0.51,0,2459200.5,8.91856,308.85189,356.44947,2.30225,0.1626834,0.12234771,4.0185757,11,2459127.6048,8.0557917,3.3648201,4.6723313,1.9561103,1.1417275,Hilda
0.0,0.0,0.0,18.4,0.15,30.0,0.4,6,2459200.5,52.22819,54.8905,287.6804,38.36496,0.3776181,0.29723269,2.2236768,1,2459024.78512,3.3159464,1.3839762,3.0633774,0.9532953,1.4317889,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,12.9,0.15,257.0,0.26,0,2459200.5,355.76186,155.19978,213.44868,22.42503,0.1213866,0.08188607,5.2520563,12,2459252.25659,12.0363293,4.614527,5.8895856,2.5873344,1.0906098,Jupiter Trojan
0.0,0.0,0.0,18.5,0.15,54.0,0.45,1,2459200.5,279.77352,151.16772,128.10535,23.69503,0.292339,0.30801213,2.1714883,4,2459460.96535,3.1998988,1.5366776,2.806299,0.9929542,1.4545664,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,18.4,0.15,87.0,0.24,0,2459200.5,340.24548,235.23828,223.49247,4.54256,0.2621348,0.22326138,2.6910823,5,2459288.98161,4.414591,1.985656,3.3965086,1.2530828,1.2928608,MBA
1.0,0.0,0.0,25.5,0.15,18.0,0.19,6,2459000.5,122.78007,8.1612,332.25391,12.26367,0.3452141,0.45594359,1.6718423,1,2458731.21209,2.1616878,1.0946988,2.2489858,0.7363021,1.8608165,Amor
0.0,0.0,0.0,17.5,0.15,291.0,0.65,0,2459200.5,191.32468,227.75194,123.75136,24.91056,0.1008249,0.36669692,1.9331455,8,2459660.48567,2.6877992,1.7382363,2.1280547,0.9567469,1.5924876,Hungaria
0.0,0.0,0.0,18.2,0.15,101.0,0.29,0,2459200.5,215.72236,268.38959,34.76631,5.4968,0.2479883,0.30187485,2.2008212,8,2459678.43867,3.2649546,1.6550433,2.7465991,1.0327373,1.44151,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,18.9,0.15,76.0,0.26,1,2459000.5,115.44359,86.71027,13.91989,26.60736,0.4709805,0.23877322,2.5732322,3,2458517.01362,4.1277983,1.36129,3.7851744,1.0012155,1.3197137,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,26.2,0.15,52.0,0.47,4,2459200.5,45.28373,234.7474,76.31394,2.58628,0.6375391,0.28808837,2.2704864,1,2459043.31302,3.4211992,0.8229625,3.7180103,0.6738167,1.4130185,Apollo
1.0,0.0,0.0,26.4,0.15,33.0,0.36,5,2459200.5,17.88102,179.89436,214.41617,8.47668,0.4895686,0.34995453,1.9943206,1,2459149.40473,2.8163879,1.0179639,2.9706773,0.7581635,1.5505432,Amor
0.0,0.0,0.0,18.2,0.15,93.0,0.3,1,2459200.5,224.84259,317.85821,337.56561,16.1898,0.0951718,0.35004597,1.9939732,6,2459586.61339,2.815652,1.8042032,2.1837432,0.9879562,1.5507663,Hungaria
0.0,0.0,0.0,16.5,0.15,85.0,0.33,0,2459200.5,306.52599,35.25736,321.59498,10.621,0.1125727,0.1958166,2.9369939,7,2459473.58211,5.0333203,2.6063686,3.2676192,1.4498873,1.2479347,MBA
0.0,0.0,0.0,8.2,0.15,30.0,0.06,4,2459000.5,344.5593,186.66255,43.95344,5.01894,0.0643108,0.00351065,42.8756765,3,2463398.80798,280.7478753,40.1183074,45.6330456,21.3491739,1.0035746,Distant Object
0.0,0.0,0.0,14.7,0.15,1497.0,0.5,0,2459200.5,339.19115,234.33823,245.06081,5.23753,0.1129768,0.28572608,2.2829836,18,2459273.32799,3.4494844,2.0250594,2.5409078,1.1269221,1.4082492,MBA
0.0,0.0,0.0,18.3,0.15,54.0,0.31,2,2459200.5,36.43073,7.60445,340.34261,13.33287,0.1671662,0.25572502,2.458219,2,2459058.03943,3.8541699,2.0472879,2.8691501,1.1947626,1.3503646,Phocaea
0.0,0.0,0.0,17.8,0.15,32.0,0.25,2,2459000.5,26.87109,315.75089,48.59416,6.94679,0.0681059,0.21884889,2.727134,3,2458877.71619,4.503599,2.5414001,2.9128679,1.3572422,1.2854208,MBA
1.0,0.0,0.0,22.9,0.15,57.0,0.32,4,2459000.5,199.53394,64.26315,4.24202,7.78131,0.4589205,0.5343846,1.5039501,1,2459300.78197,1.8443789,0.8137566,2.1941436,0.5936031,2.1843025,Apollo
0.0,0.0,0.0,17.4,0.15,61.0,0.29,0,2459000.5,305.9953,290.25923,7.19329,22.09839,0.2073216,0.28344196,2.2952321,6,2459191.03182,3.477282,1.8193809,2.7710833,1.0982889,1.4036682,Phocaea
0.0,0.0,0.0,17.1,0.15,47.0,0.25,0,2459200.5,344.40002,106.28731,350.84094,10.91819,0.1134127,0.21378848,2.7700005,5,2459273.46925,4.6102001,2.4558473,3.0841537,1.3671858,1.276993,MBA
0.0,0.0,0.0,18.4,0.15,180.0,0.28,0,2459200.5,313.88148,62.974,99.34395,25.05468,0.0703193,0.36883322,1.9256737,6,2459325.53896,2.6722313,1.7902617,2.0610857,0.9580758,1.5980034,Hungaria
0.0,0.0,0.0,15.87,0.15,660.0,0.53,0,2459200.5,223.85006,281.92415,169.06371,22.31458,0.3713087,0.28525507,2.285496,13,2459677.79204,3.4551802,1.4368715,3.1341205,0.9851972,1.4073021,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,16.9,0.15,412.0,0.43,0,2459200.5,210.50449,18.31293,223.77739,20.85846,0.0534121,0.37517813,1.9039011,10,2459598.96545,2.6270393,1.8022097,2.0055925,0.9492348,1.6146133,Hungaria
0.0,0.0,0.0,16.66,0.15,513.0,0.57,0,2459200.5,40.95761,303.39499,237.80773,4.12268,0.1325071,0.27881188,2.3205728,15,2459053.59944,3.5350275,2.0130804,2.6280652,1.1399139,1.394473,MBA
0.0,0.0,0.0,16.7,0.15,165.0,0.15,0,2459200.5,58.92666,296.84152,11.90122,24.17169,0.1027872,0.21195873,2.7859192,6,2458922.4899,4.6499981,2.4995624,3.072276,1.3782427,1.2739727,MBA
0.0,0.0,0.0,16.67,0.15,375.0,0.5,0,2459200.5,179.62751,119.01122,250.63208,5.07994,0.1837267,0.29781448,2.2207798,13,2458597.34747,3.3094685,1.8127633,2.6287963,1.0729081,1.4330001,MBA
0.0,0.0,0.0,18.0,0.15,25.0,0.2,3,2459000.5,167.29406,214.7866,72.29439,25.76143,0.1788444,0.2739507,2.3479442,1,2458389.82786,3.5977556,1.9280275,2.7678609,1.1364222,1.3849477,Phocaea
1.0,0.0,0.0,26.9,0.15,23.0,0.29,8,2459000.5,128.26136,359.18455,326.1137,6.66545,0.4358847,1.68182942,0.7002956,1,2458924.237,0.586033,0.3950475,1.0055437,0.2836213,1.4156517,Aten
0.0,0.0,0.0,17.9,0.15,90.0,0.41,0,2459200.5,1.15893,294.17404,148.03901,22.57427,0.2115297,0.26938487,2.3744002,5,2459196.19786,3.6587344,1.872144,2.8766564,1.1340791,1.3761188,Phocaea
0.0,0.0,0.0,16.9,0.15,45.0,0.29,0,2459000.5,337.22386,26.14062,276.33538,24.67128,0.1684369,0.2776553,2.3270126,6,2459082.53027,3.5497527,1.9350578,2.7189674,1.1304965,1.3921949,Phocaea
0.0,0.0,0.0,18.3,0.15,92.0,0.42,0,2459000.5,103.95854,82.1456,321.9225,20.15437,0.0995891,0.37718491,1.897142,5,2458724.88308,2.6130623,1.7082073,2.0860767,0.9391631,1.6199389,Hungaria
1.0,0.0,0.0,25.6,0.15,72.0,0.27,5,2459000.5,133.121,300.59909,42.41513,4.63651,0.1538567,0.84911888,1.104478,1,2458843.72453,1.1607417,0.9345467,1.2744093,0.5391665,7.2211592,Apollo
0.0,0.0,0.0,14.39,0.15,1787.0,0.42,0,2459200.5,306.77334,146.2941,214.48464,20.30752,0.1026107,0.36835756,1.9273311,20,2459344.99729,2.675682,1.7295663,2.1250959,0.9535192,1.5967719,Hungaria
1.0,0.0,1.0,21.7,0.15,83.0,0.33,2,2459000.5,162.27494,192.34225,119.91212,2.28091,0.5639329,0.28829936,2.2693785,1,2458437.6303,3.4186954,0.9896013,3.5491557,0.773835,1.413446,Apollo
0.0,0.0,0.0,17.9,0.15,55.0,0.42,1,2459200.5,221.42016,249.41843,272.15966,18.42284,0.0767081,0.37621975,1.9003853,5,2459568.84818,2.619766,1.7546104,2.0461602,0.9446016,1.6173731,Hungaria
1.0,0.0,0.0,27.1,0.15,26.0,0.41,7,2459000.5,270.22773,356.59401,36.98963,1.98948,0.3656605,0.47989637,1.6157385,1,2459187.56598,2.0537927,1.0249268,2.2065502,0.699851,1.9489532,Amor
0.0,0.0,0.0,18.9,0.15,56.0,0.25,0,2458600.5,288.11287,76.59586,342.184,19.59937,0.1943835,0.37460123,1.9058553,5,2458792.4031,2.631085,1.5353885,2.2763221,0.9169213,1.6130888,Hungaria
0.0,0.0,0.0,21.3,0.15,35.0,0.32,4,2459000.5,274.19059,326.68818,19.89018,7.12805,0.4361141,0.27493054,2.3423623,1,2459312.6131,3.5849335,1.3208251,3.3638995,0.9484278,1.3868571,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,17.8,0.15,139.0,0.38,0,2459000.5,243.34528,223.20357,92.19053,26.43808,0.0248867,0.38236003,1.879985,6,2459305.59133,2.5776953,1.8331984,1.9267716,0.9394103,1.633836,Hungaria
0.0,0.0,0.0,16.1,0.15,965.0,0.54,0,2459200.5,4.12253,242.13306,126.64437,24.34206,0.0964969,0.36632641,1.9344488,14,2459189.24629,2.6905177,1.7477805,2.1211171,0.9582179,1.5915348,Hungaria
0.0,0.0,0.0,16.7,0.15,130.0,0.38,0,2459200.5,330.38059,357.97981,20.3341,15.44747,0.3217436,0.23083467,2.6318958,4,2459328.81443,4.2697558,1.7851002,3.4786914,1.1797224,1.3058332,MBA
0.0,0.0,0.0,12.8,0.15,246.0,0.35,0,2459200.5,11.012,274.79484,112.12197,9.52399,0.051929,0.08282879,5.2121291,14,2459067.55091,11.8993365,4.9414684,5.4827898,2.599037,1.0917487,Jupiter Trojan
0.0,0.0,0.0,14.1,0.15,60.0,0.28,0,2459200.5,313.72365,348.09224,69.90704,10.16624,0.0543855,0.08235944,5.2319122,8,2459762.38304,11.9671482,4.947372,5.5164524,2.6082187,1.0911814,Jupiter Trojan
1.0,0.0,0.0,23.7,0.15,18.0,0.2,6,2459000.5,72.88884,156.33268,46.0604,10.83471,0.3452495,0.42182056,1.7608305,1,2458827.70413,2.3365567,1.1529047,2.3687563,0.7754722,1.7481912,Amor
0.0,0.0,0.0,15.5,0.15,68.0,0.23,0,2459200.5,9.39656,142.94987,276.92563,9.25556,0.170721,0.12424415,3.9775784,7,2459124.87017,7.9328295,3.2985222,4.6566346,1.9308246,1.1442412,Hilda
0.0,0.0,0.0,18.9,0.15,51.0,0.27,1,2459000.5,328.41505,333.39976,222.51444,4.62387,0.3082365,0.28721885,2.2750665,3,2459110.46825,3.4315564,1.573808,2.976325,1.0294565,1.4112592,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,14.42,0.15,151.0,0.48,0,2459200.5,359.30228,158.26747,196.13444,7.20101,0.0304413,0.08235033,5.2322981,11,2459208.97259,11.9684723,5.0730201,5.3915761,2.6137247,1.0911704,Jupiter Trojan
0.0,0.0,0.0,11.7,0.15,743.0,0.45,0,2459200.5,271.16056,6.87545,112.55232,13.88137,0.0300591,0.08213326,5.241513,19,2460282.15078,12.0001038,5.0839578,5.3990682,2.6183885,1.0909082,Jupiter Trojan
1.0,0.0,0.0,24.6,0.15,34.0,0.79,7,2459200.5,5.68918,321.62389,97.62429,8.41642,0.5570753,0.28723148,2.2749998,1,2459180.69304,3.4314055,1.0076536,3.542346,0.7844963,1.4112847,Amor
0.0,0.0,0.0,16.7,0.15,20.0,0.18,3,2459200.5,62.07117,196.10924,199.30645,8.51644,0.2643759,0.12414068,3.9797883,1,2458700.49299,7.9394416,2.9276282,5.0319484,1.8508113,1.1441038,Hilda
0.0,0.0,0.0,16.6,0.15,181.0,0.43,0,2459000.5,246.12756,332.2589,10.14498,14.9924,0.1583857,0.25744702,2.4472451,10,2459442.81411,3.8283902,2.0596365,2.8348537,1.1929267,1.353558,Phocaea
0.0,0.0,0.0,17.0,0.15,298.0,0.44,0,2459200.5,64.46661,108.91322,259.39781,17.16837,0.1053492,0.36872379,1.9260547,9,2459025.66283,2.6730244,1.7231464,2.128963,0.9523392,1.5977199,Hungaria
1.0,0.0,0.0,27.4,0.15,56.0,0.38,6,2459000.5,197.21442,235.05441,175.04408,8.97179,0.0899664,1.06204756,0.9514225,1,2459153.77523,0.928026,0.8658264,1.0370186,0.4718609,12.8938991,Aten
0.0,0.0,0.0,18.8,0.15,73.0,0.33,1,2459000.5,167.65859,197.20164,135.17102,24.01118,0.085748,0.3815982,1.8824864,5,2458561.14104,2.5828416,1.721067,2.0439058,0.9343225,1.6317752,Hungaria
0.0,0.0,0.0,18.2,0.15,80.0,0.19,0,2459000.5,185.05072,290.18619,112.79807,3.50483,0.1318046,0.24658681,2.5185823,7,2459709.98356,3.9970007,2.1866216,2.850543,1.2374142,1.3336669,MBA
0.0,0.0,0.0,17.7,0.15,38.0,0.22,0,2459200.5,185.41824,179.01611,263.71295,3.84154,0.2074513,0.22535525,2.674387,5,2459975.19595,4.373573,2.1195819,3.2291921,1.279646,1.2964216,MBA
1.0,0.0,0.0,25.6,0.15,33.0,0.48,7,2459000.5,345.51286,111.68797,340.55772,18.95076,0.3214205,0.68802464,1.2707693,1,2459021.55614,1.4325179,0.862318,1.6792206,0.5697423,3.3120428,Apollo
0.0,0.0,0.0,17.29,0.15,168.0,0.61,0,2459000.5,25.3679,190.57313,101.51673,2.5521,0.1772775,0.26155889,2.4215293,11,2458903.51263,3.7682056,1.9922466,2.850812,1.1727136,1.3612448,MBA
0.0,0.0,0.0,18.5,0.15,95.0,0.32,1,2459000.5,225.62105,141.15107,225.33366,19.34302,0.1477625,0.36891577,1.9253864,6,2459364.75381,2.6716333,1.6408865,2.2098863,0.941674,1.5982173,Hungaria
1.0,0.0,0.0,27.7,0.15,15.0,0.22,6,2459000.5,256.43423,78.67332,32.67378,0.28573,0.4401531,0.50376543,1.5642895,1,2459206.08333,1.9564813,0.8757626,2.2528164,0.6306161,2.0454988,Apollo
0.0,0.0,0.0,13.1,0.15,1984.0,0.47,0,2459200.5,255.4606,343.97499,299.55496,11.62709,0.0695364,0.19598036,2.9353576,23,2459733.9179,5.0291145,2.7312434,3.1394718,1.4605821,1.2481935,MBA
0.0,0.0,0.0,14.0,0.15,114.0,0.24,0,2459200.5,250.27205,113.16038,4.4082,6.48219,0.0918036,0.08354163,5.1824377,11,2460513.95282,11.7978029,4.7066713,5.6582041,2.5693803,1.0926114,Jupiter Trojan
0.0,0.0,0.0,14.3,0.15,92.0,0.22,0,2459000.5,191.02775,247.23796,166.089,14.65494,0.0776583,0.08357514,5.1810521,9,2461022.30135,11.7930717,4.7787004,5.5834038,2.5749031,1.092652,Jupiter Trojan
1.0,0.0,0.0,25.6,0.15,32.0,0.38,7,2459000.5,232.23702,7.14913,337.45863,0.46199,0.5073985,0.38936703,1.8573622,1,2459328.62996,2.5313075,0.9149394,2.799785,0.6895891,1.6530367,Apollo
0.0,0.0,0.0,16.91,0.15,404.0,0.64,0,2459200.5,300.36416,232.50799,139.19841,24.56348,0.0627352,0.35155127,1.9882772,10,2459370.13629,2.8035958,1.8635422,2.1130122,0.990226,1.554448,Hungaria
1.0,0.0,0.0,27.2,0.15,34.0,0.5,5,2459000.5,299.48775,68.92457,96.01027,9.83552,0.1300734,0.90600796,1.057746,1,2459067.28998,1.0878577,0.9201614,1.1953306,0.519925,12.3820425,Apollo
0.0,0.0,0.0,15.0,0.15,145.0,0.35,0,2459200.5,169.10621,97.60018,217.37208,8.54828,0.2151199,0.12450499,3.9720211,8,2457842.27065,7.9162103,3.1175603,4.8264819,1.8941048,1.1445879,Hilda
0.0,0.0,0.0,7.34,0.15,9.0,0.43,9,2457694.5,70.48935,196.20841,83.08739,32.61047,0.3323001,0.00213307,59.767639,2,2424647.45359,462.0608262,39.9068466,79.6284314,26.5839478,1.0021689,Distant Object
0.0,0.0,0.0,17.7,0.15,58.0,0.49,0,2459200.5,349.15218,96.32186,5.27483,22.33688,0.2146965,0.28577655,2.2827148,6,2459238.4591,3.4488752,1.7926239,2.7728057,1.088747,1.4083507,Phocaea
0.0,0.0,0.0,18.8,0.15,47.0,0.22,1,2459000.5,18.57366,198.03453,87.67718,23.52618,0.0737343,0.37582473,1.9017167,3,2458951.07893,2.6225195,1.761495,2.0419384,0.9456888,1.6163254,Hungaria
1.0,0.0,0.0,24.0,0.15,21.0,0.32,7,2459000.5,273.88357,263.0643,201.94695,25.12125,0.2327017,0.91674155,1.0494734,1,2459094.43753,1.0751205,0.8052592,1.2936876,0.4963222,14.311941,Apollo
0.0,0.0,0.0,12.9,0.15,152.0,0.33,0,2459200.5,282.35339,43.30678,70.7589,13.62494,0.0989016,0.08083506,5.2974824,11,2460161.05681,12.1928234,4.7735529,5.8214119,2.6228325,1.089343,Jupiter Trojan
1.0,0.0,0.0,25.7,0.15,17.0,0.41,8,2459000.5,21.04154,332.59424,145.40147,3.1837,0.3746403,0.43920157,1.7140631,1,2458952.59137,2.2440897,1.071906,2.3562202,0.7367426,1.8038006,Amor
0.0,0.0,0.0,18.26,0.15,150.0,0.52,0,2459200.5,272.99937,210.52696,196.53963,20.87547,0.0962237,0.36299816,1.9462551,6,2459440.17241,2.7151864,1.7589792,2.133531,0.9641174,1.583027,Hungaria
0.0,0.0,0.0,14.85,0.15,419.0,0.55,0,2459200.5,228.48514,233.88515,162.56093,3.21853,0.2396771,0.12608323,3.9388052,14,2460243.57997,7.8171196,2.9947638,4.8828466,1.85627,1.1466895,Hilda
0.0,0.0,0.0,15.27,0.15,1214.0,0.46,0,2459200.5,357.84857,226.3178,160.89648,22.104,0.3044078,0.27186825,2.3599188,19,2459208.4135,3.6253137,1.6415411,3.0782965,1.0706195,1.3809069,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,20.1,0.15,16.0,0.14,3,2459000.5,280.4793,251.5974,168.83188,30.50647,0.165127,0.41172265,1.7895048,2,2459193.64145,2.3938631,1.4940092,2.0850004,0.8703553,1.7174306,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,25.8,0.15,119.0,0.54,5,2459000.5,32.5201,327.1963,332.05464,4.95336,0.4210403,1.4812574,0.762165,2,2458978.54561,0.6653858,0.4412628,1.0830672,0.3135261,1.988516,Aten
0.0,0.0,0.0,18.3,0.15,206.0,0.29,1,2459200.5,88.56626,111.72869,244.44528,1.13931,0.2504484,0.28062892,2.310545,6,2458884.90079,3.5121386,1.7318727,2.8892173,1.0828087,1.3980672,MBA
0.0,0.0,0.0,14.21,0.15,129.0,0.57,0,2459200.5,320.10651,281.73548,16.1503,10.62578,0.0288238,0.08302478,5.2039234,12,2459681.00147,11.871247,5.0539266,5.3539202,2.5998,1.0919858,Jupiter Trojan
0.0,0.0,0.0,17.8,0.15,154.0,0.43,0,2459000.5,32.56809,98.60882,246.49453,18.43448,0.1172961,0.36324102,1.9453875,6,2458910.84027,2.713371,1.7172011,2.1735739,0.9593111,1.5836448,Hungaria
0.0,0.0,0.0,16.9,0.15,74.0,0.18,0,2459200.5,21.53109,142.45784,186.4154,14.20476,0.1130264,0.17454413,3.1710217,4,2459077.14384,5.6467534,2.8126125,3.5294309,1.565256,1.215204,MBA
0.0,0.0,0.0,15.74,0.15,617.0,0.52,0,2459200.5,353.93838,90.67632,178.25006,5.02759,0.1261356,0.23601854,2.5932156,17,2459226.18282,4.1759755,2.2661188,2.9203124,1.2759785,1.3148639,MBA
0.0,0.0,0.0,17.7,0.15,33.0,0.36,0,2459000.5,252.41536,114.17493,290.64676,2.29051,0.1966883,0.2173166,2.7399383,4,2459495.55947,4.5353538,2.2010245,3.2788521,1.3169701,1.2828571,MBA
0.0,0.0,0.0,15.5,0.15,735.0,0.38,0,2459200.5,69.83873,297.79122,68.30705,7.87494,0.3301308,0.27714712,2.3298563,17,2458948.50844,3.5562616,1.560699,3.0990136,1.0379669,1.3911963,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,23.9,0.15,102.0,0.45,3,2459000.5,154.4113,291.59733,182.74814,9.16442,0.1087893,0.99271657,0.9952202,2,2458844.95579,0.9928389,0.8869509,1.1034895,0.4917208,138.6428491,Aten
0.0,0.0,0.0,18.6,0.15,37.0,0.33,1,2459000.5,180.04911,40.18674,112.89866,23.87651,0.0768298,0.35577461,1.9725109,3,2459506.30027,2.7703148,1.8209633,2.1240585,0.9804338,1.5648713,Hungaria
0.0,0.0,0.0,18.1,0.15,55.0,0.32,0,2459200.5,142.93266,298.05748,142.99085,25.48873,0.0683922,0.36665654,1.9332874,4,2458810.67285,2.6880951,1.8010656,2.0655092,0.9621222,1.5923837,Hungaria
0.0,0.0,0.0,15.31,0.15,533.0,0.57,0,2459200.5,234.787,281.82035,75.80166,11.54057,0.1949688,0.21929319,2.7234492,16,2459771.48468,4.4944745,2.1924616,3.2544368,1.3099616,1.2861661,MBA
0.0,0.0,0.0,16.9,0.15,181.0,0.36,0,2459200.5,121.44331,303.11562,65.65313,25.90075,0.2105258,0.28917479,2.264796,8,2458780.5348,3.4083457,1.787998,2.741594,1.0822089,1.4152228,Phocaea
1.0,0.0,0.0,20.2,0.15,21.0,0.42,6,2459000.5,125.13325,304.00719,205.74155,29.84957,0.7917282,0.3207695,2.1135247,1,2458610.39667,3.0726351,0.4401876,3.7868618,0.3943483,1.4824776,Apollo
0.0,0.0,0.0,18.0,0.15,145.0,0.38,1,2459200.5,221.37067,177.43684,358.45629,19.51486,0.0568155,0.37144203,1.9166465,6,2459573.71932,2.653463,1.8077513,2.0255417,0.9552298,1.6047913,Hungaria
1.0,0.0,0.0,20.1,0.15,78.0,0.37,3,2459000.5,326.00597,223.73872,356.4714,28.02556,0.5551992,0.2925722,2.2472291,1,2459116.69023,3.3687674,0.9995693,3.4948889,0.7772647,1.4221605,Apollo
0.0,0.0,0.0,18.4,0.15,56.0,0.28,0,2459000.5,182.92987,304.17414,121.6469,24.7189,0.1033487,0.37396559,1.9080143,7,2459473.99322,2.6355571,1.7108235,2.1052051,0.9438174,1.6114124,Hungaria
0.0,0.0,0.0,18.5,0.15,36.0,0.3,1,2459200.5,219.47802,76.22971,126.65001,23.70007,0.0988724,0.37074976,1.9190316,3,2459579.52116,2.6584175,1.7292923,2.1087709,0.9501358,1.6029845,Hungaria
1.0,0.0,0.0,25.0,0.15,33.0,0.42,4,2459000.5,260.60925,17.13219,167.05499,6.68748,0.1965781,0.6425144,1.3300893,1,2459155.19031,1.5339853,1.0686229,1.5915557,0.6393454,2.8727107,Amor
0.0,0.0,0.0,12.19,0.15,701.0,0.57,0,2459200.5,295.80009,191.20565,138.64064,27.7066,0.0783228,0.08418847,5.1558585,17,2459963.0743,11.7071581,4.7520372,5.5596798,2.562115,1.0933955,Jupiter Trojan
0.0,0.0,0.0,16.7,0.15,290.0,0.4,0,2459200.5,135.06415,116.89189,159.80516,29.82482,0.3694144,0.23436787,2.6053776,8,2458624.20859,4.2053874,1.6429136,3.5678416,1.1249148,1.3119748,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,18.3,0.15,129.0,0.24,1,2459000.5,78.64123,101.92708,245.77793,6.6741,0.2669891,0.29636212,2.2280294,4,2458735.14478,3.325687,1.6331698,2.822889,1.0346042,1.4299805,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,12.42,0.15,1272.0,0.38,0,2459200.5,229.05509,108.6149,322.33867,21.79927,0.3589478,0.27033449,2.3688364,19,2459684.88123,3.6458819,1.5185478,3.219125,1.0318136,1.3779458,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,18.62,0.15,492.0,0.53,0,2459200.5,316.41642,343.89937,117.00607,19.92983,0.2753216,0.48030365,1.614825,9,2459291.24173,2.0520512,1.1702288,2.0594212,0.746209,1.9505241,Amor
