NEO_flag,One_km_NEO_flag,PHA_flag,H,G,Num_obs,rms,U,Epoch,M,Peri,Node,i,e,n,a,Num_opps,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type
0.0,0.0,0.0,15.72,0.15,942.0,0.47,0,2459200.5,113.83395,216.83032,186.67016,6.76976,0.1296886,0.26348743,2.4096989,17,2458768.47194,3.740625,2.0971884,2.7222094,1.1845849,1.3648803,MBA
0.0,0.0,0.0,15.3,0.15,77.0,0.23,0,2459200.5,234.52166,141.72847,3.39179,16.42519,0.0829481,0.12520699,3.9571604,7,2460202.66793,7.8718259,3.6289215,4.2853993,1.9649668,1.1455217,Hilda
0.0,0.0,0.0,19.0,0.15,69.0,0.21,0,2459200.5,48.63064,260.24096,108.13878,20.23025,0.1135984,0.40621209,1.8056524,5,2459080.78261,2.4263376,1.6005332,2.0107716,0.8911756,1.7010963,Hungaria
0.0,0.0,0.0,6.5,0.15,31.0,0.13,2,2459000.5,13.47952,220.65614,35.09668,28.7651,0.6423652,0.00093439,103.6217452,3,2444573.09981,1054.8151374,37.0587421,170.1847483,30.4319942,1.0009489,Distant Object
0.0,0.0,0.0,15.12,0.15,1295.0,0.52,0,2459200.5,254.19143,198.97932,173.38755,27.08166,0.2692422,0.31233789,2.1513922,18,2459539.26326,3.1555814,1.5721466,2.7306378,0.9977174,1.463912,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,15.38,0.15,903.0,0.54,0,2459200.5,190.97428,342.36514,93.55657,6.52598,0.2132875,0.24011363,2.5636467,17,2459904.44063,4.1047552,2.0168529,3.1104405,1.2235112,1.3220866,MBA
0.0,0.0,0.0,14.1,0.15,1139.0,0.43,0,2459200.5,45.17781,5.79623,68.1761,24.12968,0.1977526,0.2762685,2.3347935,19,2459036.97137,3.5675717,1.873082,2.796505,1.1217444,1.3894731,Phocaea
0.0,0.0,0.0,18.6,0.15,75.0,0.31,1,2459000.5,169.55438,47.25414,333.63891,19.52924,0.0843127,0.37546861,1.902919,5,2458548.91928,2.6250069,1.7424788,2.0633592,0.9446959,1.615382,Hungaria
0.0,0.0,0.0,16.7,0.15,128.0,0.32,0,2459200.5,248.06267,255.2591,19.56151,11.4844,0.1655636,0.23072916,2.6326981,9,2459685.64613,4.2717083,2.1968191,3.0685771,1.2802662,1.3056507,MBA
0.0,0.0,0.0,11.89,0.15,959.0,0.5,0,2459200.5,316.90513,23.93341,32.94434,16.03786,0.0789033,0.083389,5.1887594,22,2459717.29322,11.8193964,4.7793492,5.5981696,2.5782278,1.0924266,Jupiter Trojan
0.0,0.0,0.0,14.8,0.15,823.0,0.44,0,2459200.5,279.98077,191.46787,326.77306,27.12424,0.1380385,0.26659475,2.390938,14,2459500.65312,3.6970257,2.0608965,2.7209795,1.1726898,1.3707788,Phocaea
0.0,0.0,0.0,18.4,0.15,48.0,0.35,1,2459000.5,243.5913,290.5602,29.81817,7.00506,0.3462326,0.30689604,2.1767498,4,2459379.80993,3.2115358,1.4230881,2.9304115,0.9579038,1.4521745,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,18.2,0.15,212.0,0.2,0,2459000.5,144.72909,262.75435,258.98499,19.61622,0.0959843,0.37069016,1.9192373,6,2458610.0685,2.658845,1.7350207,2.1034539,0.9507777,1.6028291,Hungaria
0.0,0.0,0.0,19.2,0.15,64.0,0.2,1,2459000.5,304.83454,244.41081,200.20786,21.98857,0.079352,0.37556412,1.9025963,3,2459147.38694,2.6243392,1.7516215,2.0535711,0.9453081,1.615635,Hungaria
1.0,0.0,0.0,22.6,0.15,50.0,0.31,4,2459000.5,98.62229,338.70247,326.5437,5.54513,0.4649386,0.3160161,2.1346659,1,2458688.42005,3.1188527,1.1421773,3.1271545,0.8366098,1.4719535,Amor
0.0,0.0,0.0,14.38,0.15,720.0,0.5,0,2459200.5,320.02847,344.59765,35.55445,11.64864,0.1168084,0.19013984,2.9951642,18,2459410.72179,5.1835937,2.6453039,3.3450245,1.4771488,1.2390289,MBA
0.0,0.0,0.0,17.0,0.15,183.0,0.41,0,2459200.5,309.92486,48.62464,109.14988,14.39404,0.5213168,0.19273946,2.9681713,6,2459460.30749,5.1136788,1.4208137,4.5155289,1.0807539,1.2430914,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,19.4,0.15,103.0,0.4,3,2459000.5,64.34429,184.76506,148.04865,9.56668,0.4631481,0.22926119,2.6439243,1,2458719.84057,4.2990602,1.4193958,3.8684528,1.0383931,1.3031166,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,21.5,0.15,69.0,0.18,3,2459200.5,48.58315,155.16049,179.38622,7.85601,0.2329832,0.43978816,1.7125386,1,2459090.03055,2.2410965,1.3135459,2.1115313,0.80979,1.8057391,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,25.4,0.15,41.0,0.32,7,2459000.5,246.0591,303.32371,27.11309,14.55377,0.32007,0.60414997,1.385818,1,2459189.09707,1.6313956,0.9422592,1.8293768,0.6219241,2.583793,Apollo
0.0,0.0,0.0,18.1,0.15,57.0,0.28,2,2459000.5,45.12683,27.07681,103.35508,5.89401,0.1832649,0.24127905,2.5553848,3,2458813.46826,4.0849285,2.0870725,3.0236971,1.2347798,1.3241566,MBA
0.0,0.0,0.0,17.6,0.15,165.0,0.37,0,2459200.5,299.75887,181.09033,45.88307,23.01169,0.1027376,0.36681279,1.9327384,8,2459364.72858,2.6869502,1.7341735,2.1313033,0.9561692,1.5927857,Hungaria
1.0,0.0,0.0,21.0,0.15,43.0,0.26,4,2459000.5,163.98956,217.71343,326.73236,10.03804,0.5395963,0.23386356,2.6091217,1,2458299.28087,4.2144558,1.2012493,4.0169941,0.9247195,1.3110946,Amor
0.0,0.0,0.0,13.1,0.15,324.0,0.49,0,2459200.5,350.94574,129.70385,259.02956,7.27743,0.0590129,0.08349664,5.1842991,14,2459308.93867,11.8041596,4.8783586,5.4902396,2.5831223,1.0925569,Jupiter Trojan
0.0,0.0,0.0,16.1,0.15,461.0,0.46,0,2459200.5,319.42052,113.23738,14.79239,5.60178,0.0726683,0.27415614,2.3467711,13,2459348.51597,3.5950596,2.1762352,2.517307,1.1671893,1.3853476,MBA
0.0,0.0,0.0,15.7,0.15,634.0,0.49,0,2459200.5,70.44499,63.28376,345.81443,19.96098,0.0919877,0.37085486,1.918669,13,2459010.54698,2.6576641,1.7421751,2.0951629,0.9512169,1.6032585,Hungaria
0.0,0.0,0.0,18.7,0.15,46.0,0.28,1,2459000.5,237.06549,243.55573,140.75233,22.85896,0.0796567,0.38029741,1.8867765,4,2459323.75888,2.5916759,1.7364821,2.0370709,0.9374023,1.6282686,Hungaria
0.0,0.0,0.0,17.32,0.15,188.0,0.62,0,2459200.5,226.2689,263.57159,222.95706,5.80229,0.0650422,0.28260491,2.2997621,12,2459673.70871,3.4875815,2.1501805,2.4493437,1.1450165,1.4019969,MBA
1.0,0.0,0.0,27.1,0.15,17.0,0.63,8,2459000.5,351.6767,7.38997,41.14959,11.3497,0.4115492,0.41033558,1.7935353,1,2459020.78413,2.4019551,1.0554073,2.5316633,0.7448797,1.7132896,Amor
0.0,0.0,0.0,16.77,0.15,326.0,0.52,0,2459200.5,266.79002,170.97374,188.35376,22.33407,0.0870802,0.35203626,1.9864507,13,2459465.27385,2.7997335,1.8134702,2.1594312,0.9856938,1.5556378,Hungaria
1.0,0.0,0.0,27.6,0.15,30.0,0.24,7,2459000.5,27.44961,276.37305,346.4762,1.95092,0.3833396,0.94421337,1.0290172,1,2458971.42859,1.04384,0.6345542,1.4234802,0.4389019,23.8101989,Apollo
1.0,1.0,0.0,16.6,0.15,1041.0,0.47,1,2459200.5,332.63751,172.53722,45.63869,22.5136,0.3152198,0.72734927,1.224543,12,2459238.11947,1.3550679,0.8385428,1.6105432,0.551434,3.8163627,Apollo
1.0,0.0,0.0,24.4,0.15,50.0,0.29,5,2459200.5,34.63447,180.7604,168.74058,8.2825,0.4217185,0.36461144,1.9405099,1,2459105.50991,2.7031727,1.122161,2.7588588,0.7976985,1.5871395,Amor
0.0,0.0,0.0,16.72,0.15,637.0,0.51,0,2459200.5,258.63053,327.82542,171.32459,23.04789,0.0557903,0.35698722,1.9680416,12,2459484.45828,2.7609047,1.858244,2.0778392,0.980958,1.5678899,Hungaria
0.0,0.0,0.0,19.5,0.15,47.0,0.22,0,2459200.5,295.44156,44.20868,129.27544,23.35272,0.009779,0.39344748,1.8444981,5,2459364.58404,2.5050553,1.8264608,1.8625354,0.9221609,1.6644274,Hungaria
0.0,0.0,0.0,17.4,0.15,210.0,0.6,0,2459200.5,273.378,56.856,236.08993,19.12458,0.070182,0.36542,1.9376463,10,2459437.54778,2.6971913,1.8016584,2.0736342,0.9640512,1.5892088,Hungaria
0.0,0.0,0.0,13.8,0.15,480.0,0.38,0,2459200.5,37.9494,323.31878,93.29266,10.10337,0.144876,0.12354084,3.9926603,17,2458893.31889,7.977991,3.4142196,4.571101,1.9544291,1.1433077,Hilda
0.0,0.0,0.0,16.54,0.15,135.0,0.58,0,2459200.5,93.96651,226.315,184.97086,7.60539,0.1466294,0.18689704,3.0297103,9,2458697.72837,5.2735328,2.5854657,3.4739549,1.4822855,1.2339984,MBA
0.0,0.0,0.0,18.4,0.15,51.0,0.41,1,2459000.5,254.17871,189.41823,144.33292,4.13513,0.3490013,0.26137886,2.4226411,4,2459405.35797,3.7708011,1.5771362,3.268146,1.0637794,1.3609065,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,17.6,0.15,313.0,0.34,0,2459200.5,176.6326,189.38779,127.87022,2.00497,0.2464121,0.31390957,2.1442052,12,2458637.81362,3.1397822,1.6158471,2.6725633,1.0070057,1.4673373,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,18.2,0.15,68.0,0.3,2,2459200.5,356.49494,78.05033,55.96397,19.28272,0.3260475,0.26897659,2.3768023,3,2459213.5311,3.6642879,1.6018519,3.1517527,1.0620658,1.3753348,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,24.3,0.15,113.0,0.84,2,2459200.5,280.48673,264.45533,335.97967,2.83196,0.1848165,0.87166997,1.0853455,2,2459291.71947,1.130712,0.8847557,1.2859353,0.5241366,8.6504049,Apollo
0.0,0.0,0.0,18.8,0.15,65.0,0.26,0,2459200.5,214.43665,230.23846,316.6037,17.28575,0.0625143,0.37464881,1.9056939,4,2459589.03281,2.6307508,1.7865608,2.024827,0.9491232,1.6132145,Hungaria
1.0,0.0,0.0,19.8,0.15,45.0,0.38,5,2459000.5,257.49081,173.31162,96.59566,19.54072,0.5189799,0.26225729,2.4172283,1,2459391.37274,3.7581707,1.1627354,3.6717212,0.8830858,1.3625591,Amor
0.0,0.0,0.0,16.9,0.15,66.0,0.25,0,2459000.5,285.09559,287.7713,203.17644,10.28103,0.0291161,0.17950854,3.1122846,8,2459417.775,5.4905893,3.021667,3.2029022,1.5548231,1.2226879,MBA
0.0,0.0,0.0,19.7,0.15,76.0,0.32,1,2459000.5,313.84675,74.9025,211.9655,20.99824,0.1270944,0.39316445,1.8453832,5,2459117.88919,2.5068586,1.6108453,2.0799211,0.9077874,1.6636323,Hungaria
0.0,0.0,0.0,19.9,0.15,73.0,0.33,3,2459000.5,244.49671,145.69428,195.01033,1.16096,0.4175866,0.28692745,2.2766066,1,2459403.05232,3.4350415,1.3259262,3.227287,0.9398076,1.4106706,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,17.6,0.15,170.0,0.3,0,2459200.5,129.16475,309.85544,97.62536,2.25223,0.183982,0.26740989,2.3860767,9,2458717.47825,3.6857562,1.9470815,2.8250719,1.1526547,1.3723346,MBA
1.0,0.0,0.0,20.6,0.15,160.0,0.44,1,2459000.5,77.62385,11.70025,141.32174,2.29967,0.4582282,0.29103135,2.255154,2,2458733.78006,3.3866031,1.2217788,3.2885292,0.8908162,1.4190056,Amor
1.0,0.0,1.0,21.1,0.15,227.0,0.43,3,2459000.5,267.8289,141.46657,182.66617,13.34979,0.5970277,0.26576919,2.3958868,1,2459347.30894,3.7085099,0.965476,3.8262976,0.770946,1.3692067,Apollo
0.0,0.0,0.0,17.4,0.15,158.0,0.31,0,2459000.5,233.09034,10.01441,91.07017,13.11856,0.1372545,0.25365734,2.4715597,12,2459500.81937,3.8855872,2.132327,2.8107924,1.2124992,1.3465499,Phocaea
0.0,0.0,0.0,17.4,0.15,34.0,0.27,1,2459000.5,80.44848,50.89704,78.34503,8.00413,0.0838414,0.21532078,2.7568433,4,2458626.87833,4.5773922,2.5257057,2.9879809,1.3687322,1.2795332,MBA
1.0,0.0,0.0,24.7,0.15,28.0,0.44,8,2459200.5,317.28516,126.02295,81.13899,15.56422,0.6773044,0.88249993,1.0764477,1,2459248.90209,1.116836,0.3473649,1.8055305,0.2913184,9.5590064,Apollo
0.0,0.0,0.0,15.79,0.15,431.0,0.47,0,2459200.5,194.55895,38.21621,340.88555,16.12822,0.2172866,0.24153314,2.5535923,12,2459885.46223,4.0806311,1.9987309,3.1084537,1.2165142,1.3246088,MBA
0.0,0.0,0.0,17.04,0.15,214.0,0.55,0,2459200.5,136.58041,266.93363,184.43987,12.65785,0.1583416,0.25247924,2.4792421,9,2458659.54292,3.9037177,2.0866749,2.8718093,1.2085412,1.3443861,Phocaea
0.0,0.0,0.0,16.6,0.15,22.0,0.16,5,2459000.5,53.18352,131.7229,237.83615,5.04194,0.2918519,0.12517805,3.9577704,1,2458575.63685,7.8736462,2.8026876,5.1128532,1.8103286,1.1454832,Hilda
0.0,0.0,0.0,17.6,0.15,49.0,0.14,0,2459200.5,14.44777,251.95517,83.98867,7.10335,0.1135657,0.24005817,2.5640416,4,2459140.31553,4.1057037,2.2728544,2.8552288,1.2654864,1.3219882,MBA
0.0,0.0,0.0,15.34,0.15,1064.0,0.4,0,2459200.5,94.71813,67.9551,94.04181,22.67958,0.2406268,0.28973857,2.2618572,13,2458873.59098,3.4017138,1.7175937,2.8061207,1.0654464,1.4163693,Phocaea
1.0,0.0,0.0,22.2,0.15,279.0,0.33,0,2459000.5,215.19112,198.87232,187.93838,9.07105,0.5763731,0.26658825,2.3909769,1,2459543.69313,3.6971159,1.0128821,3.7690717,0.7983401,1.3707664,Amor
0.0,0.0,0.0,16.8,0.15,63.0,0.24,0,2459200.5,359.599,169.66006,249.99249,1.92318,0.2722326,0.1250872,3.9596865,5,2459203.70576,7.8793647,2.8817307,5.0376423,1.8331159,1.1453623,Hilda
0.0,0.0,0.0,18.1,0.15,22.0,0.24,3,2459000.5,13.86146,242.79236,242.31801,11.90827,0.1349695,0.22677542,2.6632099,2,2458939.37582,4.3461839,2.3037578,3.022662,1.3073474,1.2988479,MBA
1.0,0.0,0.0,24.29,0.15,145.0,0.86,5,2459200.5,21.42058,97.97743,299.78311,0.81895,0.4401107,0.41763653,1.7725714,1,2459149.20999,2.3599652,0.9924438,2.552699,0.7146144,1.7353129,Apollo
1.0,0.0,0.0,19.7,0.15,95.0,0.35,1,2459000.5,346.58343,118.66227,45.87496,28.82968,0.5266501,0.23384531,2.6092575,2,2459057.8737,4.2147849,1.2350918,3.9834232,0.9427765,1.3110628,Amor
0.0,0.0,0.0,17.7,0.15,56.0,0.25,0,2459200.5,320.07426,258.64872,356.68233,14.32871,0.1155114,0.26207262,2.4183637,7,2459352.84611,3.7608189,2.1390151,2.6977123,1.1930479,1.3622114,Phocaea
0.0,0.0,0.0,16.0,0.15,34.0,0.2,0,2459000.5,279.01271,230.38584,7.71097,1.14775,0.1149155,0.12620571,3.9362564,5,2459642.20865,7.8095331,3.4839195,4.3885933,1.9421379,1.1468529,Hilda
0.0,0.0,0.0,17.0,0.15,16.0,0.09,4,2459000.5,138.46534,271.92043,59.30549,3.64885,0.2705117,0.12518414,3.9576421,1,2457894.40633,7.8732633,2.8870536,5.0282306,1.8340177,1.1454913,Hilda
0.0,0.0,0.0,17.7,0.15,69.0,0.28,0,2459000.5,340.94519,271.74252,245.08648,24.04485,0.2843471,0.28689424,2.2767822,5,2459066.91755,3.4354389,1.6293858,2.9241786,1.0463485,1.4106036,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,17.8,0.15,46.0,0.19,1,2459000.5,129.09802,25.71658,239.27038,12.30006,0.1556637,0.26178462,2.4201371,4,2458507.35403,3.7649564,2.0434096,2.7968646,1.1807472,1.3616694,Phocaea
0.0,0.0,0.0,13.3,0.15,164.0,0.3,0,2459000.5,226.83913,350.74053,23.92739,20.47842,0.1202745,0.08399366,5.1638275,11,2460585.86924,11.7343109,4.5427507,5.7849043,2.5445639,1.0931592,Jupiter Trojan
0.0,0.0,0.0,19.0,0.15,25.0,0.19,2,2459200.5,169.78243,355.73192,78.0867,22.83908,0.0834306,0.37301091,1.9112684,2,2458745.33252,2.6423024,1.7518101,2.0707267,0.9489824,1.6089013,Hungaria
0.0,0.0,0.0,14.35,0.15,1513.0,0.47,0,2459200.5,344.89997,283.67904,30.01656,23.21296,0.233031,0.28074116,2.3099291,20,2459254.28632,3.5107344,1.771644,2.8482142,1.092246,1.3982898,Phocaea
0.0,0.0,0.0,20.2,0.15,100.0,0.39,2,2459000.5,299.78401,179.28462,181.33834,30.42571,0.4675349,0.89821719,1.0638535,5,2459067.53946,1.0972933,0.5664649,1.5612421,0.4156535,11.2781967,Apollo
0.0,0.0,0.0,17.5,0.15,70.0,0.49,1,2459000.5,356.99357,93.75799,184.47321,14.76596,0.2453635,0.20411597,2.8568322,4,2459015.22903,4.8286652,2.1558699,3.5577945,1.3424208,1.2611876,MBA
0.0,0.0,0.0,16.52,0.15,423.0,0.55,0,2459200.5,173.62923,112.60979,349.81751,6.53782,0.0902165,0.26892456,2.3771089,11,2458554.85697,3.6649969,2.1626545,2.5915633,1.1788808,1.375235,MBA
0.0,0.0,0.0,18.7,0.15,50.0,0.18,0,2459200.5,85.81192,148.38252,221.52657,20.1661,0.0443525,0.37500467,1.9044881,5,2458971.67102,2.6282544,1.8200193,1.9889569,0.9503708,1.6141547,Hungaria
0.0,0.0,0.0,17.9,0.15,120.0,0.3,0,2459200.5,113.02903,130.89573,287.00799,2.16655,0.1824036,0.27597036,2.3364747,9,2458790.93046,3.5714257,1.9102933,2.7626561,1.1293688,1.3888893,MBA
0.0,0.0,0.0,17.6,0.15,178.0,0.34,0,2459000.5,340.65386,204.38872,61.24091,14.4608,0.2359119,0.2755593,2.3387978,9,2459070.70681,3.5767535,1.7870476,2.890548,1.1043167,1.3880852,Phocaea
0.0,0.0,0.0,20.0,0.15,18.0,0.12,6,2459000.5,33.02474,56.57899,167.68094,11.81204,0.3901188,0.31553774,2.1368228,1,2458895.83821,3.1235809,1.3032081,2.9704375,0.905807,1.4709027,Object with perihelion distance < 1.665 AU
1.0,1.0,0.0,13.8,0.15,3420.0,0.33,0,2459200.5,137.77233,115.45119,246.56821,26.86616,0.3646327,0.44092016,1.7096062,24,2458888.03448,2.2353428,1.0862279,2.3329845,0.741151,1.8094919,Amor
0.0,0.0,0.0,18.5,0.15,73.0,0.3,0,2459200.5,86.48358,239.16765,108.77065,23.23081,0.0881319,0.37338884,1.9099786,4,2458968.88197,2.6396282,1.7416486,2.0783086,0.9475717,1.6098944,Hungaria
0.0,0.0,0.0,21.3,0.15,37.0,0.17,4,2459000.5,315.17083,93.58103,273.20723,3.00315,0.3351429,0.33260257,2.0630938,1,2459135.28302,2.9633194,1.3716626,2.754525,0.9156828,1.5093415,Object with perihelion distance < 1.665 AU
1.0,0.0,1.0,20.8,0.15,156.0,0.45,5,2459000.5,105.45753,43.94998,321.61149,2.11103,0.6244898,0.23736504,2.5833993,1,2458556.21575,4.1522865,0.9700928,4.1967058,0.7879529,1.3172301,Apollo
0.0,0.0,0.0,17.3,0.15,298.0,0.43,0,2459200.5,120.78204,359.61638,306.76168,4.59734,0.3049279,0.30187717,2.2008099,13,2458800.39665,3.2649294,1.5297216,2.8718982,0.9980882,1.4415149,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,18.3,0.15,65.0,0.22,2,2459200.5,118.81931,134.31505,238.70253,5.374,0.1185778,0.28029762,2.3123653,4,2458776.59587,3.5162898,2.0381701,2.5865605,1.1399259,1.3974105,MBA
0.0,0.0,0.0,18.2,0.15,83.0,0.38,1,2459200.5,215.59077,119.56107,221.16232,19.66137,0.1280789,0.35770429,1.9654105,5,2459604.21131,2.7553699,1.7136829,2.2171381,0.9665848,1.5696805,Hungaria
0.0,0.0,0.0,14.8,0.15,143.0,0.34,0,2459000.5,11.97265,275.13946,350.76589,74.14525,0.8624291,0.01141319,19.5373081,3,2457951.473,86.3569088,2.6877651,36.3868511,2.5028859,1.0117155,Distant Object
1.0,0.0,1.0,21.6,0.15,102.0,0.32,2,2459000.5,265.85685,332.58536,250.58561,2.14485,0.6187402,0.53057487,1.5111408,3,2459177.93615,1.8576222,0.5761372,2.4461444,0.4663083,2.1660146,Apollo
0.0,0.0,0.0,16.9,0.15,57.0,0.24,0,2459000.5,107.76998,152.32612,256.57633,7.99444,0.1367946,0.18587864,3.0407664,5,2458420.71309,5.3024256,2.624806,3.4567268,1.4919326,1.232427,MBA
0.0,0.0,0.0,18.5,0.15,56.0,0.36,2,2459200.5,313.15427,7.53249,47.45869,22.84422,0.0694308,0.38486734,1.8718111,3,2459322.21917,2.5609024,1.7418498,2.0017724,0.9313939,1.640655,Hungaria
0.0,0.0,0.0,13.98,0.15,787.0,0.56,0,2459200.5,177.75601,41.46698,16.31227,6.60987,0.2268192,0.12483044,3.9651143,18,2457776.51986,7.8955714,3.0657502,4.8644784,1.8805606,1.1450206,Hilda
0.0,0.0,0.0,17.2,0.15,247.0,0.47,1,2459200.5,44.69548,167.90725,211.57162,22.6058,0.0471773,0.36356182,1.944243,9,2459077.56222,2.7109769,1.8525189,2.0359671,0.9699579,1.5844614,Hungaria
0.0,0.0,0.0,19.2,0.15,44.0,0.19,1,2459200.5,35.87771,97.05204,193.81111,22.65592,0.0330422,0.37849953,1.8927467,5,2459105.71068,2.6039866,1.8302062,1.9552872,0.9453401,1.6234466,Hungaria
1.0,0.0,1.0,22.0,0.15,17.0,0.41,6,2459000.5,165.78606,135.64843,41.30708,27.7276,0.3100425,0.66344158,1.3019698,1,2458750.61201,1.4855982,0.8983038,1.7056358,0.5884081,3.0593157,Apollo
0.0,0.0,0.0,19.3,0.15,30.0,0.37,1,2459000.5,287.1655,272.84259,200.08052,22.57428,0.070634,0.36853091,1.9267266,3,2459198.13472,2.6744233,1.7906342,2.062819,0.9585569,1.5972206,Hungaria
0.0,0.0,0.0,18.9,0.15,32.0,0.3,2,2459000.5,57.19913,179.3732,343.7693,20.17643,0.0174503,0.36975316,1.9224783,3,2458845.80453,2.6655828,1.8889305,1.9560261,0.9609464,1.6003905,Hungaria
1.0,0.0,0.0,24.4,0.15,34.0,0.24,8,2459000.5,164.71997,132.81307,189.60125,28.27476,0.2586991,0.56912231,1.4421119,1,2458711.07193,1.7318028,1.0690388,1.815185,0.6727991,2.3664883,Amor
1.0,0.0,0.0,26.2,0.15,30.0,0.38,6,2459000.5,85.69111,223.92769,230.76117,5.80645,0.4635083,0.4053851,1.8081073,1,2458789.11801,2.4312874,0.9700346,2.64618,0.7098268,1.6986717,Apollo
1.0,0.0,0.0,23.6,0.15,36.0,0.88,7,2459000.5,35.1895,206.36346,307.46457,11.34912,0.5570284,0.32722487,2.085636,1,2458892.96078,3.0120194,0.9238775,3.2473945,0.7192518,1.4970131,Apollo
0.0,0.0,0.0,17.8,0.15,30.0,0.16,3,2459000.5,75.7112,231.2638,135.38187,15.21702,0.1327135,0.254028,2.4691549,2,2458702.45726,3.8799176,2.1414647,2.7968451,1.212833,1.3472322,Phocaea
0.0,0.0,0.0,13.82,0.15,1399.0,0.4,0,2459200.5,331.51316,47.28649,18.15539,23.63625,0.3130383,0.26810683,2.3819399,16,2459306.75184,3.6761752,1.6363015,3.1275783,1.0742633,1.3736676,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,12.87,0.15,1200.0,0.47,0,2459200.5,89.9108,25.37425,347.20257,14.26761,0.2721161,0.1253609,3.9539209,17,2458483.28435,7.8621616,2.8779954,5.0298464,1.8305721,1.1457267,Hilda
0.0,0.0,0.0,16.0,0.15,53.0,0.28,0,2459200.5,351.71953,357.33521,81.82235,4.02555,0.1731772,0.12459416,3.9701257,6,2459266.95957,7.9105446,3.2825904,4.657661,1.9255301,1.1447064,Hilda
0.0,0.0,0.0,18.3,0.15,50.0,0.36,1,2459000.5,14.13857,140.29277,306.48309,19.10901,0.0661342,0.36536903,1.9378265,5,2458961.80331,2.6975676,1.8096699,2.0659831,0.9646755,1.5890782,Hungaria
1.0,0.0,0.0,21.7,0.15,54.0,0.25,6,2459000.5,150.85955,5.8316,340.04278,7.81711,0.5763339,0.531038,1.5102621,1,2458716.41572,1.8560022,0.6398469,2.3806773,0.5043061,2.1682213,Apollo
0.0,0.0,0.0,19.1,0.15,20.0,0.16,4,2459200.5,27.66395,236.93647,191.5752,21.9759,0.0853038,0.37442908,1.9064394,1,2459126.61697,2.6322947,1.7438129,2.0690659,0.9462834,1.6126345,Hungaria
0.0,0.0,0.0,15.7,0.15,443.0,0.39,0,2459200.5,13.00053,79.56071,238.85207,1.33325,0.0910062,0.21101001,2.7942634,16,2459138.88903,4.6709048,2.5399681,3.0485587,1.3855605,1.2724124,MBA
0.0,0.0,0.0,17.9,0.15,63.0,0.3,1,2459000.5,230.05493,260.41572,101.25454,24.19989,0.1081817,0.36039922,1.9556006,6,2459361.05871,2.7347664,1.7440404,2.1671608,0.9663568,1.5764465,Hungaria
0.0,0.0,0.0,20.2,0.15,65.0,0.27,3,2459000.5,97.66302,36.67266,335.25127,5.22174,0.3757783,0.27085657,2.3657915,1,2458639.92892,3.6388546,1.4767784,3.2548046,1.0158598,1.3789523,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,19.6,0.15,33.0,0.37,1,2459000.5,310.43438,167.61585,182.44015,6.48577,0.3865117,0.23749145,2.5824826,3,2459209.2049,4.1500765,1.5843229,3.5806423,1.0983411,1.3174526,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,17.5,0.15,60.0,0.57,2,2459000.5,237.66756,329.17666,47.98775,14.97127,0.2422411,0.25813488,2.4428957,5,2459474.40914,3.8181887,1.851126,3.0346654,1.1497724,1.3548378,Phocaea
1.0,0.0,0.0,20.6,0.15,130.0,0.38,3,2459000.5,16.01857,332.40441,342.94485,16.66717,0.3660011,0.4412443,1.7087688,2,2458964.19682,2.2337006,1.0833575,2.3341801,0.7399338,1.8105694,Amor
0.0,0.0,0.0,18.8,0.15,85.0,0.28,0,2459200.5,246.80097,151.38968,36.34971,21.47461,0.0821469,0.37736549,1.8965368,4,2459500.47194,2.611812,1.7407422,2.0523314,0.9418694,1.6204198,Hungaria
0.0,0.0,0.0,19.0,0.15,24.0,0.3,1,2459200.5,345.70405,255.11665,296.50458,16.35773,0.0627441,0.38049603,1.8861199,4,2459238.07188,2.5903231,1.767777,2.0044628,0.9393473,1.628803,Hungaria
0.0,0.0,0.0,14.3,0.15,49.0,0.35,0,2459200.5,278.15843,81.61408,6.76774,3.65563,0.0711379,0.08203545,5.2456787,6,2460198.13724,12.0144122,4.8725121,5.6188453,2.6095662,1.0907901,Jupiter Trojan
0.0,0.0,0.0,15.37,0.15,1111.0,0.5,0,2459200.5,96.22604,249.47171,208.7318,20.31574,0.3157535,0.28877432,2.2668894,13,2458867.27769,3.4130724,1.5511111,2.9826677,1.02044,1.4144095,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,16.54,0.15,643.0,0.55,0,2459200.5,191.33687,220.34586,325.18164,12.32249,0.1054382,0.3491669,1.9973186,14,2459683.54444,2.8227409,1.7867249,2.2079123,0.987557,1.5486243,Hungaria
